Time Volt
159.9965959581459 0.062300544
160.0965959556197 0.090357229
160.1965959530935 0.11569623
160.2965959505673 0.14015992
160.3965959480411 0.16401665
160.4965959455149 0.1874066
160.5965959429886 0.21043542
160.6965959404624 0.2331184
160.7965959379362 0.25555107
160.89659593541 0.27779689
160.9965959328838 0.29983762
161.0965959303576 0.32172185
161.1965959278314 0.34347507
161.2965959253052 0.3650915
161.3965959227789 0.3865993
161.4965959202527 0.40799993
161.5965959177265 0.42933968
161.6965959152003 0.45060262
161.7965959126741 0.47181064
161.8965959101479 0.49296099
161.9965959076217 0.51406682
162.0965959050955 0.53513163
162.1965959025692 0.55615515
162.296595900043 0.57716125
162.3965958975168 0.5981617
162.4965958949906 0.61913526
162.5965958924644 0.6400857
162.6965958899382 0.66103548
162.796595887412 0.68198162
162.8965958848858 0.70290911
162.9965958823595 0.72385293
163.0965958798333 0.74482554
163.1965958773071 0.76581365
163.2965958747809 0.78683186
163.3965958722547 0.80788082
163.4965958697285 0.82895273
163.5965958672023 0.85005534
163.6965958646761 0.87118024
163.7965958621498 0.89233494
163.8965958596236 0.91349483
163.9965958570974 0.93463647
164.0965958545712 0.95571613
164.196595852045 0.97671115
164.2585958504787 0.99361765
164.2589958504686 0.99244285
164.3589958479424 0.89561903
164.4589958454162 0.8537274
164.55899584289 0.81766427
164.6589958403638 0.78394455
164.7589958378376 0.75205451
164.8589958353114 0.72164631
164.9589958327851 0.69252026
165.0589958302589 0.66444755
165.1589958277327 0.63729781
165.2589958252065 0.61098188
165.3589958226803 0.58540201
165.4589958201541 0.56046265
165.5589958176279 0.53613406
165.6589958151017 0.51233923
165.7589958125754 0.48899394
165.8589958100492 0.46610543
165.958995807523 0.44361737
166.0589958049968 0.42149377
166.1589958024706 0.39972183
166.2589957999444 0.37826374
166.3589957974182 0.35710931
166.458995794892 0.33623511
166.5589957923657 0.31563184
166.6589957898395 0.29528704
166.7589957873133 0.27519599
166.8589957847871 0.25534567
166.9589957822609 0.23572503
167.0589957797347 0.21633734
167.1589957772085 0.19716196
167.2589957746823 0.17817837
167.3589957721561 0.1594409
167.4589957696298 0.14087766
167.5589957671036 0.12250838
167.6589957645774 0.10434049
167.7589957620512 0.086357266
167.858995759525 0.068573482
167.9589957569988 0.050974764
168.0589957544726 0.033534948
168.1589957519464 0.016258797
168.2041957508045 0.003823146
168.2045957507944 0.0083204703
168.3045957482682 0.088503182
168.404595745742 0.11997313
168.5045957432158 0.14796351
168.6045957406895 0.17471783
168.7045957381633 0.20061544
168.8045957356371 0.22584732
168.9045957331109 0.25057444
169.0045957305847 0.27489841
169.1045957280585 0.29887173
169.2045957255323 0.32252413
169.3045957230061 0.3459307
169.4045957204798 0.36911887
169.5045957179536 0.39208519
169.6045957154274 0.41489404
169.7045957129012 0.43754455
169.804595710375 0.46005806
169.9045957078488 0.48247325
170.0045957053226 0.50479168
170.1045957027964 0.52700907
170.2045957002701 0.54913956
170.3045956977439 0.57121152
170.4045956952177 0.59322876
170.5045956926915 0.61520374
170.6045956901653 0.63713145
170.7045956876391 0.65905309
170.8045956851129 0.68093121
170.9045956825867 0.70278782
171.0045956800604 0.72461629
171.1045956775342 0.74647593
171.204595675008 0.76833504
171.3045956724818 0.79020238
171.4045956699556 0.81209302
171.5045956674294 0.83402437
171.6045956649032 0.8559404
171.704595662377 0.87786382
171.8045956598507 0.89983296
171.9045956573245 0.92176676
172.0045956547983 0.94363683
172.1045956522721 0.96543902
172.2045956497459 0.98711038
172.2149956494832 0.99898684
172.2153956494731 0.99245811
172.3153956469469 0.89560157
172.4153956444206 0.8539921
172.5153956418944 0.8182022
172.6153956393682 0.78475118
172.715395636842 0.75310123
172.8153956343158 0.7229116
172.9153956317896 0.69398314
173.0153956292634 0.66609365
173.1153956267372 0.63911718
173.2153956242109 0.61296993
173.3153956216847 0.58754206
173.4153956191585 0.56274748
173.5153956166323 0.53855348
173.6153956141061 0.51486224
173.7153956115799 0.49166673
173.8153956090537 0.46888566
173.9153956065275 0.4465031
174.0153956040012 0.42448768
174.115395601475 0.4027884
174.2153955989488 0.38143292
174.3153955964226 0.36036876
174.4153955938964 0.33957347
174.5153955913702 0.31905302
174.615395588844 0.29876983
174.7153955863178 0.2787458
174.8153955837915 0.25896138
174.9153955812653 0.23939125
175.0153955787391 0.22005923
175.1153955762129 0.20095114
175.2153955736867 0.18203062
175.3153955711605 0.1633215
175.4153955686343 0.14481661
175.5153955661081 0.12649775
175.6153955635818 0.10836829
175.7153955610556 0.090436473
175.8153955585294 0.072695971
175.9153955560032 0.055115115
176.015395553477 0.037721071
176.1153955509508 0.020508261
176.1861955491622 0.0059250006
176.1865955491521 0.0081668077
176.2865955466259 0.088513695
176.3865955440997 0.12004355
176.4865955415735 0.14811224
176.5865955390473 0.17492372
176.6865955365211 0.20088594
176.7865955339948 0.22618937
176.8865955314686 0.2509867
176.9865955289424 0.27536768
177.0865955264162 0.29937732
177.18659552389 0.32308626
177.2865955213638 0.34654662
177.3865955188376 0.36981422
177.4865955163114 0.39283842
177.5865955137851 0.41569909
177.6865955112589 0.4384329
177.7865955087327 0.46102756
177.8865955062065 0.48352009
177.9865955036803 0.5058977
178.0865955011541 0.52817297
178.1865954986279 0.55037028
178.2865954961017 0.57251799
178.3865954935754 0.59462541
178.4865954910492 0.61667663
178.586595488523 0.63869637
178.6865954859968 0.66068661
178.7865954834706 0.68263859
178.8865954809444 0.70459688
178.9865954784182 0.72655147
179.086595475892 0.74851465
179.1865954733657 0.77046824
179.2865954708395 0.79243869
179.3865954683133 0.81444269
179.4865954657871 0.83646363
179.5865954632609 0.85849828
179.6865954607347 0.88056523
179.7865954582085 0.90265292
179.8865954556823 0.92470139
179.986595453156 0.94668519
180.0865954506298 0.96859026
180.181395448235 0.98979366
180.1817954482249 0.992419
180.2817954456987 0.89547753
180.3817954431725 0.85391873
180.4817954406462 0.81817609
180.58179543812 0.78474814
180.6817954355938 0.75313199
180.7817954330676 0.72297239
180.8817954305414 0.6940642
180.9817954280152 0.66620147
181.081795425489 0.63925099
181.1817954229628 0.61313522
181.2817954204365 0.58773804
